Category,libraryId,Author,Title,Editor / translator,Publisher,Publication year,Edition,ISBN,Language,Reference URL
Esotericism,skinner-01,"Skinner, Stephen",The Complete Magician's Tables,,Golden Hoard Press,2017,Expanded fifth edition,9780956828590,en,https://blackwells.co.uk/bookshop/product/The-Complete-Magicians-Tables-by-Dr-Stephen-Skinner/9780956828590
Esotericism,stavish-01,"Stavish, Mark",Introduction to Hermeticism: Its Theory and Practice,,Institute for Hermetic Studies,,Monograph Series,,en,
Esotericism,steiner-01,"Steiner, Rudolf",An Outline of Esoteric Science: (CW 13) (Classics in Anthroposophy),"Creeger, Catherine E.",Anthroposophic Press,1997,Classics in Anthroposophy,9780880104098,en,https://books.google.com/books?vid=ISBN9780880104098
Esotericism,steiner-02,"Steiner, Rudolf","Cosmic Memory: The Story of Atlantis, Lemuria, and the Division of the Sexes",,,,,,,
Esotericism,steiner-03,"Steiner, Rudolf",Goethe's Theory of Knowledge: An Outline of the Epistemology of His Worldview (CW 2) (The Collected Works of Rudolf Steiner),,,,,,,
Esotericism,steiner-04,"Steiner, Rudolf",How to Know Higher Worlds: A Modern Path of Initiation (Classics in Anthroposophy),"Bamford, Christopher; Seiler, Sabine H. (translators)",Anthroposophic Press,1994,New English Translation,9780880103725,en,https://steinerbooks.org/products/9780880103725-how-to-know-higher-worlds
Esotericism,steiner-05,"Steiner, Rudolf",Intuitive Thinking As a Spiritual Path,"Lipson, Michael",Anthroposophic Press,1995,Classics in Anthroposophy,9780880103855,en,https://books.google.com/books?vid=ISBN9780880103855
Esotericism,steiner-06,"Steiner, Rudolf",Theosophy : An Introduction to the Spiritual Processes in Human Life and in the Cosmos,,,,,,,
Esotericism,tarnas-01,"Tarnas, Richard",Cosmos and Psyche: Intimations of a New World View,,Plume,,,,en,
Esotericism,temple-01,"Temple, Robert",A New Science of Heaven,,Coronet,,,,en,
Esotericism,tolku-01,"Tolku, Tarthang","Time, Space, and Knowledge",,,,,,,
Esotericism,tomberg-01,"Tomberg, Valentin",Meditations on the Tarot,"Powell, Robert (translator); von Balthasar, Hans Urs (afterword)",Tarcher,2002,Fully corrected edition,9781585421619,en,https://www.penguinrandomhouseretail.com/book/?isbn=9781585421619
Esotericism,tompkins-01,"Tompkins, Sue",Aspects in Astrology,,Destiny Books,,,,en,
Esotericism,uzdavinys-01,"Uzdavinys, Algis",Philosophy and Theurgy in Late Antiquity,,,,,,,
Esotericism,waddell-01,"Waddell, L. Austine",Egyptian Civilization Its Sumerian Origin and Real Chronology,,,,,,,
Esotericism,waddell-02,"Waddell, L. Austine",Lhasa and its Mysteries,,,,,,,
Esotericism,waddell-03,"Waddell, L. Austine",The Aryan Origin of the Alphabet: Disclosing the Sumero Phoenician Parentage of our Letters Ancient and Modern,,,,,,,
Esotericism,waddell-04,"Waddell, L. Austine",The British Edda,,,,,,,
Esotericism,waddell-05,"Waddell, L. Austine",The Makers of Civilization in Race & History,,,,,,,
Esotericism,waddell-06,"Waddell, L. Austine",The Phoenician Origin of Britons Scots and Anglo Saxons Discovered by Phoenician and Sumerian Inscriptions in Britain by Pre Roman Briton Coins,,,,,,,
Esotericism,waite-01,"Waite, Arthur Edward",The Brotherhood of the Rosy Cross - A History of the Rosicrucians,,,,,,,
Esotericism,waite-02,"Waite, Arthur Edward",The School of Martinism,,,,,,,
Esotericism,white-01,"White, Ralph",The Rosicrucian Enlightenment Revisited,,,,,,,
History,fabianism-empire-manifesto-01,,Fabianism and the Empire: A Manifesto by the Fabian Society,,,,,,,
History,sanchuniathon-01,Sanchuniathon,Sanchoniatho's Phoenician History: Translated From The First Book Of Eusebius De Praeparatione Evangelica: With A Continuation Of Sanchoniatho's History By Eratosthenes Cyrenaeus's Canon,"Cumberland, Richard, and Payne, Squier",,,,,,
History,astle-01,"Astle, David",The Babylonian Woe,,,,,,,
History,baker-01,"Baker, Anne P",The Pilgrims of the United States,,,,,,,
History,booth-01,"Booth, Mark",The Secret History of the World,,,,,,,
History,burkert-01,"Burkert, Walter",Greek Religion: Archaic and Classical,,,,,,,
History,capellanus-01,"Capellanus, Andreas",The Art of Courtly Love,"Pary, John Jay",,,,,,
History,carruthers-01,"Carruthers, Mary",The Book of Memory,,,,,,,
History,ceram-01,"Ceram, C. W.","Gods, Graves, and Scholars",,,,,,,
History,ceram-02,"Ceram, C. W.",The Secret of the Hittiites,,,,,,,
History,chambers-01,"Chambers, John","The Metaphysical World of Isaac Newton: Alchemy, Prophecy, and the Search for Lost Knowledge",,,,,,,
History,couliano-01,"Couliano, Ioan",Eros and Magic in the Renaissance,,,,,,,
History,david-neel-01,"David-Neel, Alexandra",My Journey to Lhasa: The Classic Story of the Only Western Woman Who Succeeded in Entering the Forbidden City,,,,,,,
History,geoffrey-01,Geoffrey of Monmouth,The History of the Kings of Britain (Penguin Classics),,,,,,,
History,godwin-02,"Godwin, Joscelyn",The Harmony of the Spheres: The Pythagorean Tradition in Music,,Inner Traditions,1992,First Edition,9780892812653,en,https://www.innertraditions.com/books/the-harmony-of-the-spheres
History,herodotus-01,Herodotus,The Histories,"Rawlinson, George",,,,,,
History,josephus-01,"Josephus, Flavius",The New Complete Works of Josephus,,,,,,,
History,khaldun-01,Ibn Khaldun,The Muqaddimah: An Introduction to History—Abridged Edition,"Rosenthal, Franz (translator); Dawood, N. J. (editor and abridger)",Princeton University Press,2015,First Princeton Classics Edition,9780691166285,en,https://press.princeton.edu/books/paperback/9780691166285/the-muqaddimah
History,livy-01,Livy,The Rise of Rome: Books One to Five (Oxford World's Classics),"Luce, T. J. (translator; introduction and notes)",Oxford University Press,2008,New Edition,9780199540044,en,https://www.oxfordscholarlyeditions.com/display/10.1093/actrade/9780199540044.book.1/actrade-9780199540044-book-1
History,morrow-01,"Morrow, Avery",The Sacred Science of Ancient Japan: Lost Chronicles of the Age of the Gods,,,,,,,
History,plutarch-01,Plutarch,Fall of the Roman Republic (Penguin Classics),"Warner, Rex (translator); Seager, Robin (reviser and editor)",Penguin Classics,2006,Revised Edition,9780140449341,en,https://www.penguin.co.uk/books/35490/fall-of-the-roman-republic-by-plutarch-trans-rex-warner-revised-by--robin-seager-ed--robin-seager-intro--robin-seager/9780140449341
History,plutarch-02,Plutarch,Greek Lives: A Selection of Nine Greek Lives (Oxford World's Classics),"Waterfield, Robin (translator); Stadter, Philip A. (introduction and notes)",Oxford University Press,1998,Oxford World's Classics,9780192825018,en,https://lccn.loc.gov/98017490
History,plutarch-03,Plutarch,On Sparta (Penguin Classics),"Talbert, Richard J. A. (translator; introduction and notes)",Penguin Classics,2005,,9780140449433,en,https://www.penguin.co.uk/books/35498/on-sparta-by-plutarch-trans-richard-talbert-intro-and-notes-richard-talbert-series-editor--christopher-pelling/9780140449433
History,plutarch-04,Plutarch,Roman Lives: A Selection of Eight Roman Lives (Oxford World's Classics),"Waterfield, Robin (translator); Stadter, Philip A. (introductions and notes)",Oxford University Press,1999,Oxford World's Classics,9780192825025,en,https://lccn.loc.gov/00269516
History,plutarch-05,Plutarch,The Age of Alexander (Penguin Classics),"Scott-Kilvert, Ian (translator); Duff, Timothy E. (reviser and editor)",Penguin Classics,2012,Revised Edition,9780140449358,en,https://www.penguin.co.uk/books/35491/the-age-of-alexander-by-plutarch-trans--ian-scott-kilvert-trans-dr-timothy-duff-ed-dr-timothy-duff-intro-dr-timothy-duff/9780140449358
History,spence-01,"Spence, Jonathan D.",The Memory Palace of Matteo Ricci,,,,,,,
History,xenophon-01,Xenophon,The Landmark Xenophon's Hellenika (Landmark Series),"Marincola, John (translator); Strassler, Robert B. (editor)",Anchor Books,2010,Illustrated Anchor Edition,9781400034765,en,https://www.penguinrandomhouse.com/books/174509/the-landmark-xenophons-hellenika-by-edited-by-robert-b-strassler/
History,yates-01,"Yates, Frances",Giordano Bruno and the Hermetic Tradition,,,,,,,
History,yates-02,"Yates, Frances",Occult Philosophy in the Elizabethan Age,,,,,,,
History,yates-03,"Yates, Frances",The Art of Memory,,,,,,,
History,yates-04,"Yates, Frances",The Rosicrucian Enlightenment (Routledge Classics),,,,,,,
History,vanstiphout-01,"Vanstiphout, Herman L. J.",Epics of Sumerian Kings: The Matter of Aratta (Writings from the Ancient World),"Vanstiphout, Herman L. J. (translator)",Society of Biblical Literature,2003,Writings from the Ancient World 20,9781589830837,en,https://cart.sbl-site.org/books/061520P
History,smithsonian-01,,History of the World Map by Map,Smithsonian,,,,,,
History,arrian-01,Arrian,The Landmark Arrian: The Campaigns of Alexander (Landmark Series),"Mensch, Pamela (translator); Romm, James (editor)",Anchor Books,2012,First Anchor Books Edition,9781400079674,en,https://www.penguinrandomhouse.com/books/174506/the-landmark-arrian-by-arrian-james-romm-editor-robert-b-strassler-series-editor-translated-from-the-greek-by-pamela-mensch-introduction-by-paul-cartledge/
History,herodotus-02,Herodotus,The Landmark Herodotus: The Histories (Landmark Series),"Purvis, Andrea L. (translator); Strassler, Robert B. (editor)",Anchor Books,2009,First Anchor Books Edition,9781400031146,en,https://www.penguinrandomhouse.com/books/174507/the-landmark-herodotus-by-herodotus-edited-by-robert-b-strassler-with-an-introduction-by-rosalind-thomas/
History,caesar-01,"Caesar, Julius; anonymous continuators","The Landmark Julius Caesar: The Complete Works: Gallic War, Civil War, Alexandrian War, African War, and Spanish War","Raaflaub, Kurt A. (translator and editor)",Anchor Books,2019,First Anchor Books Paperback Edition,9780307455444,en,https://www.penguinrandomhouse.com/books/174502/the-landmark-julius-caesar-by-kurt-a-raaflaub-editor--robert-b-strassler-series-editor/
Literature,aeschylus-01,Aeschylus,The Oresteia (Norton Critical Editions),"Taplin, Oliver (translator and editor); Billings, Joshua (editor)",W. W. Norton & Company,2018,First Edition,9780393923285,en,https://wwnorton.com/books/9780393923285
Literature,aeschylus-02,Aeschylus,Aeschylus II: The Oresteia (The Complete Greek Tragedies),"Grene, David; Lattimore, Richmond; Griffith, Mark; Most, Glenn W. (editors)",University of Chicago Press,2013,Third Edition,9780226311470,en,https://press.uchicago.edu/ucp/books/book/chicago/A/bo13489462.html
Literature,alighieri-01,"Alighieri, Dante",The Divine Comedy,"Longfellow, Henry Wadsworth",,,,,,
Literature,apeleius-01,"Apeleius, Lucius",The Golden Ass,"Graves, Robert",,,,,,
Literature,aristophanes-01,Aristophanes,"Frogs and Other Plays: A New Verse Translation, with Introduction and Notes (Oxford World's Classics)","Halliwell, Stephen (translator and editor)",Oxford University Press,2016,Oxford World's Classics,9780192824097,en,https://www.oupjapan.co.jp/en/node/16184
Literature,barfield-01,"Barfield, Owen",Poetic Diction: A Study in Meaning,,,,,,,
Literature,bellow-01,"Bellow, Saul",Novels 1944 - 1953,,,,,,,
Literature,blake-01,"Blake, William",The Complete Poetry and Prose of William Blake: With a New Foreword and Commentary by Harold Bloom,,,,,,,
Literature,boccaccio-01,"Boccaccio, Giovanni",The Decameron,"Rebhorn, Wayne A. (translator)",W. W. Norton & Company,2014,,9780393350265,en,https://www.northshire.com/book/9780393350265
Literature,byron-01,"Byron, George Gordon",Byron's Poetry and Prose (Norton Critical Edition),,,,,,,
Literature,byron-02,"Byron, George Gordon","Poems, Prose, Letters",,,,,,,
Literature,castaneda-01,"Castaneda, Carlos",A Separate Reality,,,,,,,
Literature,castaneda-02,"Castaneda, Carlos",Journey to Ixtlan: The Lessons of Don Juan,,,,,,,
Literature,castaneda-03,"Castaneda, Carlos",The Teachings of Don Juan: A Yaqui Way of Knowledge,,,,,,,
Literature,chaucer-01,"Chaucer, Geoffrey",The Riverside Chaucer,,,,,,,
Literature,chekhov-01,"Chekhov, Anton",Fifty-Two Stories (Vintage Classics),,,,,,,
Literature,coleridge-01,"Coleridge, Samuel Taylor",Coleridge's Poetry and Prose (Norton Critical Editions),,,,,,,
Literature,companella-01,"Companella, Tomasso",The New Atlantis and the City of God,,,,,,,
Literature,conrad-01,"Conrad, Joseph",Tales of Land and Sea,,,,,,,
Literature,dick-01,"Dick, Philip K",The Philip K. Dick Collection: A Library of America Boxed Set,,,,,,,
Literature,dostoevsky-01,"Dostoevsky, Fyodor",The Idiot,"Pevear, Richard",,,,,,
Literature,dumas-01,"Dumas, Alexander",The Three Muskateers,,,,,,,
Literature,eliot-01,"Eliot, T. S.","T. S. Eliot: Collected Poems, 1909-1962 (The Centenary Edition)",,,,,,,
Literature,euripides-01,Euripides,"Euripides I: Alcestis, Medea, The Children of Heracles, Hippolytus (The Complete Greek Tragedies)","Griffith, Mark; Most, Glenn W.; Grene, David; Lattimore, Richmond (editors)",University of Chicago Press,2013,Third Edition,9780226308807,en,https://press.uchicago.edu/ucp/books/book/chicago/E/bo13444067.html
Literature,euripides-02,Euripides,"Euripides II: Andromache, Hecuba, The Suppliant Women, Electra (The Complete Greek Tragedies)","Griffith, Mark; Most, Glenn W.; Grene, David; Lattimore, Richmond (editors)",University of Chicago Press,2013,Third Edition,9780226308784,en,https://press.uchicago.edu/ucp/books/book/chicago/E/bo11944037.html
Literature,euripides-03,Euripides,"Euripides III: Heracles, The Trojan Women, Iphigenia among the Taurians, Ion (The Complete Greek Tragedies)","Griffith, Mark; Most, Glenn W.; Grene, David; Lattimore, Richmond (editors)",University of Chicago Press,2013,Third Edition,9780226308821,en,https://press.uchicago.edu/ucp/books/book/chicago/E/bo14542625.html
Literature,euripides-04,Euripides,"Euripides IV: Helen, The Phoenician Women, Orestes (The Complete Greek Tragedies)","Griffith, Mark; Most, Glenn W.; Grene, David; Lattimore, Richmond (editors)",University of Chicago Press,2013,Third Edition,9780226308968,en,https://press.uchicago.edu/ucp/books/book/chicago/E/bo14821417.html
Literature,euripides-05,Euripides,"Euripides V: Bacchae, Iphigenia in Aulis, The Cyclops, Rhesus (The Complete Greek Tragedies)","Griffith, Mark; Most, Glenn W.; Grene, David; Lattimore, Richmond (editors)",University of Chicago Press,2013,Third Edition,9780226308982,en,https://press.uchicago.edu/ucp/books/book/chicago/E/bo14821499.html
Literature,faulkner-01,"Faulkner, William",As I Lay Dying (Norton Critical Editions),,,,,,,
Literature,faulkner-02,"Faulkner, William",Light in August,,,,,,,
Literature,faulkner-03,"Faulkner, William",Sanctuary,,,,,,,
Literature,khayyam-01,Omar Khayyám,The Rubáiyát of Omar Khayyám: First and Fifth Editions,"FitzGerald, Edward (translator)",Dover Publications,1990,Dover Thrift Edition,9780486264677,en,https://openlibrary.org/books/OL1877479M/The_Rubaiyat_of_Omar_Khayyam
Literature,geoffrey-02,Geoffrey of Monmouth,The History of Merlin and King Arthur: The Earliest Version of the Arthurian Legend,"Thompson, Aaron (translator); Giles, J. A. (reviser)",Omo Press,2014,Abridged Edition,9781941667026,en,https://www.harvard.com/book/9781941667026
Literature,geoffrey-03,Geoffrey of Monmouth,"The Life of Merlin, Vita Merlini","Parry, John Jay (translator)",CreateSpace Independent Publishing Platform,2014,,9781495437113,en,https://www.abebooks.com/9781495437113/Life-Merlin-Vita-Merlini-Monmouth-1495437116/plp
Literature,goethe-01,"Goethe, Johann Wolfgang von","Faust: A Tragedy, Parts One and Two, Fully Revised",,,,,,,
Literature,goethe-02,"Goethe, Johann Wolfgang von",Goethe: Autobiography,"Oxenford, John",,,,,,
Literature,goethe-03,"Goethe, Johann Wolfgang von",Italian Journey,"Auden, W. H.",,,,,,
Literature,gogol-01,"Gogol, Nikolai",Dead Souls,,,,,,,
Literature,graves-01,"Graves, Robert",The Greek Myths: The Complete and Definitive Edition,,,,,,,
Literature,hamilton-01,"Hamilton, Edith",Mythology,,,,,,,
Literature,hamsun-01,"Hamsun, Knut",Pan: From Lieutenant Thomas Glahn's Papers (Penguin Twentieth-Century Classics),,,,,,,
Literature,harrer-01,"Harrer, Heinrichh",Seven Years in Tibet,,,,,,,
Literature,haddawy-01,,The Arabian Nights (Norton Critical Editions),"Haddawy, Husain (translator); Heller-Roazen, Daniel; Mahdi, Muhsin (editors)",W. W. Norton & Company,2010,First Norton Critical Edition,9780393928082,en,https://wwnorton.com/books/9780393928082
Literature,hesiod-01,Hesiod,Theogony and Works and Days (Oxford World's Classics),"West, M. L.",Oxford University Press,2009,Reissue,9780199538317,en,https://www.amazon.com/dp/019953831X
Literature,hesse-01,"Hesse, Hermann",Siddhartha,,,,,,,
Literature,hesse-02,"Hesse, Hermann",Steppenwolf: A Novel,"Creighton, Basil",,,,,,
Literature,hesse-03,"Hesse, Hermann",The Glass Bead Game: (Magister Ludi) A Novel,,,,,,,
Literature,holderlin-01,"Holderlin, Friedrich",Selected Poems and Fragments,,,,,,,
Literature,homer-01,Homer,The Iliad of Homer,"Lattimore, Richard",,,,,,
Literature,homer-02,Homer,The Odyssey of Homer,"Lattimore, Richmond (translator)",Harper Perennial Modern Classics,2007,Modern Classics Edition,9780061244186,en,https://www.harpercollins.com/products/the-odyssey-of-homer-richmond-lattimore
Literature,huysmans-01,"Huysmans, Joris-Karl",The Damned (La-Bas),"Hale, Teresa",,,,,,
Literature,joyce-01,"Joyce, James","Dubliners, Portrait of the Artist as a Young Man, Chamber Music",,,,,,,
Literature,joyce-02,"Joyce, James",Ulysses (The Gabler Edition),,,,,,,
Literature,keats-01,"Keats, John",Keats's Poetry and Prose (Norton Critical Editions),,,,,,,
Literature,keats-02,"Keats, John",The Poems of John Keats,,,,,,,
Literature,kerouac-01,"Kerouac, Jack",Big Sur,,,,,,,
Literature,kerouac-02,"Kerouac, Jack",On the Road,,,,,,,
Literature,lacy-01,,The Romance of Arthur: An Anthology of Medieval Texts in Translation,"Lacy, Norris J.; Wilhelm, James J. (editors)",Routledge,2013,Third Edition,9780415782890,en,https://www.routledge.com/The-Romance-of-Arthur-An-Anthology-of-Medieval-Texts-in-Translation/Lacy-Wilhelm/p/book/9780415782890
Literature,lawrence-01,"Lawrence, D.H.",Sons and Lovers,,,,,,,
Literature,lawrence-02,"Lawrence, D.H.",Women in Love,,,,,,,
Literature,leviton-01,"Leviton, Richard",Encyclopedia of Earth Myths,,,,,,,
Literature,lewis-01,"Lewis, C.S.",The Space Trilogy,,,,,,,
Literature,london-01,"London, Jack",The Sea Wolf,,,,,,,
Literature,lytton-01,"Lytton, Edward Bulwer Lytton",The Collected Supernatural and Weird Fiction of Edward Bulwer Lytton-Volume 3:,,,,,,,
Literature,machiavelli-01,"Machiavelli, Niccolò",The Essential Writings of Machiavelli,"Constantine, Peter (translator)",Modern Library,2007,Modern Library Classics,9780812974232,en,https://www.penguinrandomhouse.com/books/105412/the-essential-writings-of-machiavelli-by-niccolo-machiavelli/
Literature,malory-01,"Malory, Thomas",Le Morte Darthur (Norton Critical Editions),"Shepherd, Stephen H. A. (editor)",W. W. Norton & Company,2003,First Norton Critical Edition,9780393974645,en,https://wwnorton.com/books/9780393974645
Literature,maugham-01,"Maugham, William S.",Mr. Maugham Himself,,,,,,,
Literature,melville-01,"Melville, Herman",Moby Dick (Norton),,,,,,,
Literature,millary-01,"Millary, Edna St. Vincent",Collected Sonnets,,,,,,,
Literature,novalis-01,Novalis,Notes for a Romantic Encyclopaedia: Das Allgemeine Brouillon,"Wood, David W. (editor and translator)",,,,,,
Literature,ovid-01,Ovid,Ovid's Metamorphoses: The Arthur Golding Translation of 1567,"Golding, Arthur (translator); Nims, John Frederick (introduction)",Paul Dry Books,2000,,9780966491319,en,https://www.pauldrybooks.com/products/ovid-s-metamorphoses
Literature,pound-01,"Pound, Ezra",Cambridge Companion to Ezra Pound (Cambridge Companions to Literature),,,,,,,
Literature,proust-01,"Proust, Marcel",Cities of the Plain,,,,,,,
Literature,rilke-01,"Rilke, Rainer Maria",The Poetry of Rilke,,,,,,,
Literature,shakespeare-01,"Shakespeare, William",The Norton Shakespeare,"Greenblatt, Stephen",,,,,,
Literature,shelly-01,"Shelly, Percy Bysshe",The Poems of Percy Bysshe Shelly,,,,,,,
Literature,shelly-02,"Shelly, Percy Bysshe",The Poems of Shelly,,,,,,,
Literature,singer-01,"Singer, Isaac B",The Collected Stories of Isaac Bashevis Singer,,,,,,,
Literature,sophocles-01,Sophocles,"Sophocles I: The Theban Plays: Antigone, Oedipus the King, Oedipus at Colonus","Griffith, Mark; Most, Glenn W. (editors)",University of Chicago Press,2013,Third Edition,9780226311517,en,https://press.uchicago.edu/ucp/books/book/chicago/S/bo14823116.html
Literature,sophocles-02,Sophocles,"Sophocles II: Ajax, The Women of Trachis, Electra, Philoctetes, The Trackers","Griffith, Mark; Most, Glenn W. (editors)",University of Chicago Press,2013,Third Edition,9780226311555,en,https://press.uchicago.edu/ucp/books/book/chicago/S/bo15357295.html
Literature,spenser-01,"Spenser, Edmund",Edmund Spenser's Poetry (Norton Critical Editions),"Prescott, Anne Lake; Hadfield, Andrew (editors)",W. W. Norton & Company,2014,Fourth Norton Critical Edition,9780393927856,en,https://wwnorton.com/books/9780393927856
Literature,taussin-01,"Taussin, Flocco",Mouches Volantes,,,,,,,
Literature,tennyson-01,"Tennyson, Alfred",Idylls of the King (Dover Thrift Editions),,,,,,,
Literature,tennyson-02,"Tennyson, Alfred",Tennyson's Poetry (Norton Critical Editions),,,,,,,
Literature,tolstoy-02,"Tolstoy, Leo",Anna Karrenina,,,,,,,
Literature,tolstoy-03,"Tolstoy, Leo",Tolstoy's Short Fiction (Norton Critical Editions),,,,,,,
Literature,tolstoy-04,"Tolstoy, Leo",War and Peace (Oxford World's Classics),,,,,,,
Literature,twain-01,"Twain, Mark",Library of Humor,,,,,,,
Literature,virgil-01,Virgil,The Aeneid of Virgil (Bantam Classics),"Mandelbaum, Allen (translator)",Bantam Classics,1981,,9780553210415,en,https://www.penguinrandomhouse.com/books/184054/the-aeneid-of-virgil-by-virgil/
Literature,von-franz-01,"von Franz, Marie-Louise",The Golden Ass of Apuleius,,,,,,,
Literature,wallace-01,Wallace,The Prince of India,,,,,,,
